,player_id,player_display_name,headshot_url,position,team,games_played,total_fantasy_ppr,avg_fantasy_ppr,std_fantasy_ppr,total_passing_yards,total_passing_tds,total_passing_2pt_conversions,total_rushing_yards,total_rushing_tds,total_carries,total_rushing_2pt_conversions,total_targets,total_receptions,total_receiving_yards,total_receiving_tds,total_interceptions,total_fumbles_lost
343,00-0039792,Devontez Walker,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d8qrpenynncwink7dqs2",WR,BAL,7,25.0,3.5714285714285716,6.077750210320231,0,0,0,0,0,0,0,6,4,90,2,0,0
344,00-0040238,LeQuint Allen Jr.,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i0utigksuuvo2njb9wtk",RB,JAX,16,24.8,1.55,1.0526157893552612,0,0,0,94,0,23,0,11,10,54,0,0,0
345,00-0040234,Quinn Ewers,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wikumn4ijbsxyuhtv1vz",QB,MIA,3,24.8,8.266666666666667,6.931791495229306,485,2,0,10,0,7,0,1,1,-6,0,2,0
346,00-0038794,Jaleel McLaughlin,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pw2tngyy8k8jlb1qpooo",RB,DEN,7,24.6,3.5142857142857147,2.791910081783062,0,0,0,146,1,31,0,4,3,10,0,0,0
347,00-0034365,Ian Thomas,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gvpwnq0mjefjlekgzxro",TE,LV,9,24.4,2.711111111111111,2.452266525300851,0,0,0,0,0,0,0,13,13,114,0,0,0
348,00-0039796,Rasheen Ali,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zwjrkzu3ia3cfrwgotqt",RB,BAL,14,24.2,1.7285714285714284,2.9944637561361778,0,0,0,24,0,6,0,11,9,68,1,0,0
349,00-0040581,Dont'e Thornton Jr.,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hlxztd3lpjaxtzojuxwh",WR,LV,10,23.5,2.35,2.1706373871899163,0,0,0,0,0,0,0,29,10,135,0,0,0
350,00-0036328,Antonio Gibson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j7ixpkm7u4tdoqwzmbt4",RB,NE,5,23.200000000000003,4.640000000000001,4.409421730794187,0,0,0,106,1,25,0,3,2,6,0,0,1
351,00-0033943,Josh Reynolds,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lf1fjsagcsvxmktl0bbn",WR,NYJ,5,23.1,4.62,2.9659737018389087,0,0,0,0,0,0,0,21,11,101,0,0,0
352,00-0034521,Allen Lazard,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b05f33npu1zjtpozfgdk",WR,NYJ,9,23.0,2.5555555555555554,2.693098174552458,0,0,0,0,0,0,0,18,10,70,1,0,0
353,00-0039890,Adonai Mitchell,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwwacoa3pqapd7pgahfx",WR,IND,8,22.2,2.775,3.57960492632517,0,0,0,0,0,0,0,16,9,152,0,0,1
354,00-0033854,Dare Ogunbowale,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bsm0k0jkytuiej2riudv",RB,HOU,13,22.2,1.7076923076923076,2.3311161627217474,0,0,0,22,1,10,0,11,9,70,0,0,1
355,00-0033282,Curtis Samuel,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vyibrxegz375ntjby5zs",WR,BUF,6,21.1,3.516666666666667,3.7188259796159677,0,0,0,0,0,0,0,9,7,81,1,0,0
356,00-0039299,George Holani,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nadkmkb2sqgjhbkpirkg",RB,SEA,10,20.8,2.08,3.2379005543716133,0,0,0,73,1,22,0,2,2,15,0,0,1
357,00-0039379,Jamari Thrash,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/byihyhwwpltzyetas85a",WR,CLE,8,20.7,2.5875,1.5384941617420216,0,0,0,0,0,0,0,15,10,107,0,0,0
358,00-0039623,Mason Tipton,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ec09iyl2olrttgosoo8i",WR,NO,8,20.4,2.55,3.3487737627802976,0,0,0,18,0,4,0,17,11,76,0,0,0
359,00-0035021,Ashton Dulin,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tfiokr6nyal5c5qgdj1c",WR,IND,11,20.0,1.8181818181818181,2.617180995582148,0,0,0,44,0,3,0,8,5,106,0,0,0
360,00-0037304,Connor Heyward,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9bnasge2v2dtctdtqnf",TE,PIT,13,19.900000000000002,1.5307692307692309,2.698575122598534,0,0,0,41,1,12,0,3,2,18,1,0,0
361,00-0036182,Nick Westbrook-Ikhine,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/plgwfjcbl5quoi2jrass",WR,MIA,12,19.9,1.6583333333333332,1.785526829987738,0,0,0,0,0,0,0,20,11,89,0,0,0
362,00-0040398,Brady Cook,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h8dnpq2fikpgnrnfiapx",QB,NYJ,4,19.36,4.84,2.8214889686121403,679,1,0,42,0,10,0,0,0,0,0,7,1
363,00-0034159,Will Dissly,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b2s1wwxsgkenwlxmncu3",TE,LAC,7,19.099999999999998,2.728571428571428,1.9627483161070227,0,0,0,0,0,0,0,11,10,91,0,0,0
364,00-0039530,Brevyn Spann-Ford,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tsblwzvfsxuvohhfagls",TE,DAL,15,19.0,1.2666666666666666,2.054495651237155,0,0,0,0,0,0,0,10,7,60,1,0,0
365,00-0036755,Jaret Patterson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n1rttxv1rhvjagyjgxvk",RB,LAC,5,19.0,3.8,4.640581860068843,0,0,0,130,1,33,0,0,0,0,0,0,0
366,00-0040311,Theo Wease Jr.,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iykujtgwn2x1ymy7jdxw",WR,MIA,2,18.5,9.25,5.727564927611036,0,0,0,0,0,0,0,5,3,95,1,0,0
367,00-0037348,Tanner Conner,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndhpqkxblrd3vcbcfadw",TE,MIA,8,18.1,2.2625,1.591887917806132,0,0,0,0,0,0,0,15,9,91,0,0,0
368,00-0039359,Cade Stover,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ltjwprbwuy9dtyz1dg7y",TE,HOU,5,18.0,3.6,2.4072806234421447,0,0,0,3,0,4,0,14,11,67,0,0,0
369,00-0036628,John Bates,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edpnkleev10rpzfgjakv",TE,WAS,9,18.0,2.0,1.3910427743243556,0,0,0,0,0,0,0,14,9,90,0,0,0
370,00-0035891,Cody White,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tt9wl5yecg6zcnfnledb",WR,SEA,8,18.0,2.25,4.49952378432588,0,0,0,0,0,0,0,4,3,90,1,0,0
371,00-0039589,Kameron Johnson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ms7auybbkq1nwbd2ev0d",WR,TB,16,17.7,1.10625,4.087618499811351,0,0,0,13,0,2,0,7,4,64,1,0,0
372,00-0035645,Gunner Olszewski,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q6fs5e2eotgeh47xeo74",WR,NYG,15,17.62,1.1746666666666667,2.7304470242766024,33,1,0,0,0,0,0,4,2,43,1,0,0
373,00-0033246,Johnny Mundt,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dnvrns7mliks2ptijfo0",TE,JAX,11,17.5,1.5909090909090908,1.4835461202500888,0,0,0,0,0,0,0,18,8,95,0,0,0
374,00-0032211,Tyler Lockett,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gyhvviyep9iigeaobxmi",WR,TEN,7,17.0,2.4285714285714284,2.7207316943022795,0,0,0,0,0,0,0,21,10,70,0,0,0
375,00-0030035,Adam Thielen,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pv6gajxtt6zhum2unnsl",WR,MIN,9,16.9,1.8777777777777775,1.6791201399674904,0,0,0,0,0,0,0,18,8,69,0,0,0
376,00-0036862,Ben Skowronek,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/drojmh3dbpuagobvilzv",WR,PIT,15,16.9,1.1266666666666665,2.475441278602569,0,0,0,0,0,0,0,6,4,69,1,0,0
377,00-0038783,Nate Adkins,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k3js5r3a9fl0q2gghqmv",TE,DEN,6,16.8,2.8000000000000003,4.032369030731191,0,0,0,0,0,0,0,11,6,48,1,0,0
378,00-0036741,Jack Stoll,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rtgfs8jwzhtmupqxqgmz",TE,NO,9,16.599999999999998,1.844444444444444,3.201995905334324,0,0,0,0,0,0,0,11,6,46,1,0,0
379,00-0031236,Brandin Cooks,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/krz3gv9jjs92arlctvqf",WR,BUF,4,16.4,4.1,6.754257916307313,0,0,0,0,0,0,0,11,5,114,0,0,0
380,00-0039746,Will Shipley,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rdps3spkhbztc2mbd6ty",RB,PHI,13,16.2,1.2461538461538462,1.5398135085216134,0,0,0,47,0,13,0,9,7,45,0,0,0
381,00-0040466,Raheim Sanders,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkty8m7iqcjjfmrxhfub",RB,CLE,3,16.0,5.333333333333333,1.1239810200058242,0,0,0,66,1,22,0,3,2,14,0,0,0
382,00-0034959,Andrew Beck,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cgfleml3vlakevf285n3",RB,NYJ,10,15.8,1.58,2.189774214642028,0,0,0,5,0,1,0,7,5,43,1,0,0
383,00-0036196,Gabe Davis,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rlmgjtfct5qjtbwcjqg6",WR,BUF,5,15.8,3.16,2.663268668384772,0,0,0,0,0,0,0,11,7,88,0,0,0
384,00-0036727,Adam Prentice,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v7eu5mvg4n0cg3cbrjxn",RB,DEN,12,15.7,1.3083333333333333,1.5767967144777664,0,0,0,44,0,10,0,8,6,53,0,0,0
385,00-0034270,Tyler Conklin,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/knjuzxnzsfjxwcjxp5en",TE,LAC,5,15.7,3.1399999999999997,2.9185612894027084,0,0,0,2,0,1,0,9,6,95,0,0,0
386,00-0034272,Marquez Valdes-Scantling,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vvk5v3hfjw0tevqxrhnf",WR,PIT,4,15.6,3.9,3.95558676641869,0,0,0,0,0,0,0,14,5,46,1,0,0
387,00-0030035,Adam Thielen,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pv6gajxtt6zhum2unnsl",WR,PIT,4,15.4,3.85,3.4799425282610637,0,0,0,0,0,0,0,11,8,74,0,0,0
388,00-0039394,Casey Washington,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wkoysykj4htld4yajljn",WR,ATL,5,15.4,3.08,2.2476654555338076,0,0,0,0,0,0,0,14,6,94,0,0,0
389,00-0039794,Braelon Allen,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdaa8u0x2qepyklabdr3",RB,NYJ,4,15.3,3.825,3.442261853297431,0,0,0,76,1,18,0,3,2,17,0,0,1
390,00-0039757,Terrell Jennings,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iddgabjbju6ye5s9mmjg",RB,NE,6,15.200000000000001,2.5333333333333337,4.408930331346444,0,0,0,73,1,23,0,1,1,9,0,0,0
391,00-0040277,Jahdae Walker,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h3pgfkuao7n0txq0qtd6",WR,CHI,5,15.1,3.02,4.511319097558939,0,0,0,0,0,0,0,7,4,51,1,0,0
392,00-0034771,Mason Rudolph,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vaeklpqoesk72mlloora",QB,PIT,5,15.0,3.0,4.917377349766845,310,2,0,6,0,7,0,0,0,0,0,2,1
393,00-0036959,Michael Bandy,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/chfu1cqtulkawqq1mulx",WR,DEN,4,15.0,3.75,3.7890192222614374,0,0,0,0,0,0,0,4,4,50,1,0,0
394,00-0038090,Skyy Moore,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fadcpretmhczwjq8ovae",WR,SF,16,14.8,0.925,1.3142805382920852,0,0,0,11,0,2,0,7,5,87,0,0,0
395,00-0038465,Malik Heath,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gtvkkadrxfzlj1qxshhx",WR,GB,7,14.6,2.085714285714286,2.3968232944382666,0,0,0,0,0,0,0,7,6,86,0,0,0
396,00-0036630,Tylan Wallace,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rifnnpeub6okv41offnd",WR,BAL,11,14.5,1.3181818181818181,3.153670300401797,0,0,0,0,0,0,0,8,4,45,1,0,0
397,00-0040259,Gage Larvadain,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ghzcze6fe8cmvu2vrkyo",WR,CLE,12,14.4,1.2,1.824579652712073,0,0,0,3,0,1,0,14,7,71,0,0,0
398,00-0039521,Xavier Weaver,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bevrgazhjzigxagrb0qo",WR,ARI,7,13.7,1.957142857142857,1.9839834868744437,0,0,0,0,0,0,0,13,7,67,0,0,0
399,00-0040644,Trevor Etienne,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/futkvr4juiazofhntj0p",RB,CAR,16,13.7,0.85625,1.249516573186073,0,0,0,94,0,20,0,3,3,13,0,0,0
400,00-0038891,Shedrick Jackson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/el1geev5wxc1cqbbrou7",WR,LV,2,13.5,6.75,3.8890872965260113,0,0,0,0,0,0,0,4,3,45,1,0,0
401,00-0033591,Noah Brown,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nv6ix0p8965yiugsuhwh",WR,WAS,4,13.3,3.325,1.2010412149464313,0,0,0,0,0,0,0,10,5,83,0,0,0
402,00-0040582,Arian Smith,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/asywvwrn6zhlidxothqn",WR,NYJ,12,13.3,1.1083333333333334,1.0858246412359371,0,0,0,11,0,3,0,14,7,52,0,0,0
403,00-0038589,Josh Whyle,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/anwoxedspnle4xdk0cnl",TE,GB,5,13.200000000000001,2.64,2.78621607202313,0,0,0,0,0,0,0,5,4,32,1,0,0
404,00-0035291,Trayveon Williams,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zwei0idpruplnhlmpfkr",RB,CLE,3,13.2,4.3999999999999995,4.497777228809803,0,0,0,30,0,6,0,6,6,42,0,0,0
405,00-0033699,Austin Ekeler,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sldndpn2zwt4uhkj2zks",RB,WAS,2,13.1,6.55,3.0405591591021537,0,0,0,43,0,14,0,7,5,38,0,0,0
406,00-0034981,Foster Moreau,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esc21tsccagvyy1ctaoc",TE,NO,7,12.9,1.842857142857143,1.4547131937912974,0,0,0,0,0,0,0,10,7,59,0,0,0
407,00-0037324,Chris Oladokun,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qnyw1gqkqfll2lxppzlv",QB,KC,2,12.879999999999999,6.4399999999999995,1.8384776310850242,177,1,0,18,0,4,0,0,0,0,0,0,0
408,00-0036429,Charlie Woerner,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tflwxcx2ohrc6e8j0n5a",TE,ATL,7,12.8,1.8285714285714287,1.987221079560002,0,0,0,0,0,0,0,9,8,48,0,0,0
409,00-0037292,Andrew Ogletree,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gw6pbughf5gdn2sm189f",TE,IND,11,12.700000000000001,1.1545454545454545,2.653813722311209,0,0,0,0,0,0,0,6,4,27,1,0,0
410,00-0037086,Grant Calcaterra,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xzfqqlmavruytirlmg3n",TE,PHI,8,12.5,1.5625,1.2603145865786276,0,0,0,0,0,0,0,10,7,55,0,0,0
411,00-0034407,Ray-Ray McCloud,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",WR,ATL,4,12.4,3.1,3.797367509209505,0,0,0,0,0,0,0,14,6,64,0,0,0
412,00-0035298,Scott Miller,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mlx2xhjvzt6pqwgoloqa",WR,PIT,4,12.3,3.075,2.585053190942113,0,0,0,0,0,0,0,12,7,53,0,0,0
413,00-0037475,Stone Smartt,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdmnvrjgz8cqnxjtukzd",TE,NYJ,6,12.2,2.033333333333333,3.4696781791207476,0,0,0,0,0,0,0,9,7,52,0,0,0
414,00-0040563,Efton Chism III,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zbnf3ujmwprzgjnwdtlo",WR,NE,7,12.0,1.7142857142857142,4.535573676110727,0,0,0,0,0,0,0,2,2,40,1,0,0
415,00-0040024,Darius Cooper,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gafypo1xvg1cbkt7hj6b",WR,PHI,5,11.9,2.38,1.8267457403809653,0,0,0,0,0,0,0,6,6,59,0,0,0
416,00-0040184,KeAndre Lambert-Smith,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xhhzgylwh0ptvpaghnuu",WR,LAC,9,11.7,1.2999999999999998,2.827543103119738,0,0,0,0,0,0,0,7,3,27,1,0,0
417,00-0036893,Najee Harris,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grfxgbvqnzz40r7rdtvk",RB,LAC,3,11.6,3.8666666666666667,2.5716402029314547,0,0,0,61,0,15,0,3,3,25,0,0,0
418,00-0038824,Ryan Miller,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lakkaed2btx1ndkqj2pt",WR,TB,9,11.4,1.2666666666666666,3.006659275674582,0,0,0,0,0,0,0,4,2,34,1,0,0
419,00-0038953,Dylan Drummond,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/up6bfwtgftqcvlfshtmt",WR,ATL,5,11.2,2.2399999999999998,2.532390175308694,0,0,0,0,0,0,0,11,7,42,0,0,0
420,00-0033455,Anthony Firkser,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rpbs9wsnuhu9tgipzwuv",TE,DET,4,11.1,2.775,3.5612497806247743,0,0,0,0,0,0,0,7,6,51,0,0,0
421,00-0036133,James Proche,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s1jyxzrzgn2od1sempye",WR,TEN,5,11.0,2.2,2.9656365252673833,0,0,0,0,0,0,0,11,5,60,0,0,0
422,00-0039648,David Martin-Robinson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yaqmqzscsglgylchv7ez",TE,TEN,10,10.6,1.06,2.2445984545620226,0,0,0,0,0,0,0,3,3,16,1,0,0
423,00-0032688,Robbie Chosen,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kz2hbymqgrobo1uynciv",WR,WAS,3,10.3,3.4333333333333336,3.852704677669096,0,0,0,0,0,0,0,9,5,53,0,0,0
424,00-0036620,Dee Eskridge,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/baasw8ia3qztewmawfnz",WR,MIA,11,10.2,0.9272727272727272,1.9910253183176296,0,0,0,0,0,0,0,7,4,62,0,0,0
425,00-0036590,Quintin Morris,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lvmccekmoj82dzw00xcl",TE,JAX,10,10.0,1.0,1.4306175822583291,0,0,0,0,0,0,0,8,5,50,0,0,0
426,00-0034419,Braxton Berrios,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/striwxmn9t0ixherw7l8",WR,HOU,4,9.700000000000001,2.4250000000000003,4.271123973850443,0,0,0,0,0,0,0,8,6,37,0,0,0
427,00-0037617,Hassan Haskins,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9jwsfxyo1xppmhscpik",RB,LAC,10,9.7,0.97,1.330872729535857,0,0,0,44,0,16,0,4,4,13,0,0,0
428,00-0037329,Brittain Brown,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zpugbbzvxbpemoif9txa",RB,CHI,2,9.7,4.85,6.858935777509511,0,0,0,37,1,5,0,1,0,0,0,0,0
429,00-0027973,Andy Dalton,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nyjb97rajdqckaxsoniv",QB,CAR,4,9.520000000000001,2.3800000000000003,2.789551935347324,293,1,0,-2,0,5,0,0,0,0,0,1,2
430,00-0035406,Lil'Jordan Humphrey,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/otxrvkflhixz9akhmfqq",WR,NYG,2,9.5,4.75,6.7175144212722016,0,0,0,0,0,0,0,10,4,55,0,0,0
431,00-0034418,Cedrick Wilson Jr.,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cf6fmi91zijiovftx9qk",WR,MIA,5,9.4,1.8800000000000001,0.5167204273105526,0,0,0,0,0,0,0,7,5,44,0,0,0
432,00-0036842,Kene Nwangwu,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rlnqgz517fsohrndgjrb",RB,NYJ,9,9.1,1.011111111111111,2.1333333333333333,0,0,0,31,0,6,0,0,0,0,0,0,0
433,00-0040142,Kaleb Johnson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sblojderaku4qta1lj2b",RB,PIT,10,8.8,0.8800000000000001,0.9089676684141313,0,0,0,69,0,28,0,2,1,9,0,0,0
434,00-0038102,Kenny Pickett,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nfdzmyfr8eup5uuojjdw",QB,LV,5,8.700000000000001,1.7400000000000002,3.924028542199967,185,1,0,13,0,4,0,0,0,0,0,1,1
435,00-0034860,Dante Pettis,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xz70t2ahl2ak2q9mqtia",WR,NO,7,8.7,1.2428571428571427,2.4026770783559623,0,0,0,0,0,0,0,6,4,67,0,0,1
436,00-0026300,Josh Johnson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ibuhbuhomisj4t8vvhay",QB,WAS,2,8.64,4.32,6.505382386916237,241,0,0,10,0,3,0,0,0,0,0,1,0
437,00-0036423,Albert Okwuegbunam,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gww1gus87vabpsalkrpc",TE,LV,1,8.6,8.6,,0,0,0,0,0,0,0,6,5,36,0,0,0
438,00-0038938,Jalin Hyatt,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bzyn9cpmwfqjtztwblmy",WR,NYG,6,8.5,1.4166666666666667,2.2130672530826234,0,0,0,0,0,0,0,14,5,35,0,0,0
439,00-0040206,Riley Leonard,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vzdcrhp4p5kjmuhn7yay",QB,IND,4,8.4,2.1,5.551576352712805,145,0,0,6,1,3,0,0,0,0,0,2,0
440,00-0038640,Jalen Brooks,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/drpljzij7e0e9ojwf0cq",WR,ARI,3,8.1,2.6999999999999997,2.6057628441590768,0,0,0,0,0,0,0,6,3,51,0,0,0
441,00-0034272,Marquez Valdes-Scantling,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vvk5v3hfjw0tevqxrhnf",WR,SF,4,8.0,2.0,1.718526500620032,0,0,0,0,0,0,0,8,4,40,0,0,0
442,00-0040586,Jaydon Blue,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jhbmit7yp8dlhepncsvp",RB,DAL,4,8.0,2.0,2.0215505600075074,0,0,0,65,0,22,0,1,1,5,0,0,0
443,00-0036265,AJ Dillon,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nknt5pckn5mzq9ll660i",RB,PHI,5,7.8,1.56,0.4393176527297759,0,0,0,60,0,12,0,2,2,18,0,0,1
444,00-0036841,Austin Trammell,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wycm0dz06421rredzyrq",WR,JAX,6,7.6,1.2666666666666666,2.1796024102268436,0,0,0,0,0,0,0,10,3,46,0,0,0
445,00-0039754,Devin Culp,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p5mk3qxwrbwdr3y3kt6u",TE,TB,4,7.6,1.9,3.8,0,0,0,0,0,0,0,1,1,6,1,0,0
446,00-0035544,Tom Kennedy,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gvqhhlipkpytuu4lqnps",WR,DET,5,7.6,1.52,3.39882332579968,0,0,0,0,0,0,0,4,4,36,0,0,0
447,00-0038040,Zamir White,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jzthyqk2ld52f31ka1ir",RB,LV,4,7.6,1.9,1.6350331291240963,0,0,0,27,0,11,0,5,3,19,0,0,0
448,00-0036414,Cam Akers,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dutj0wamu7giwghnmr4m",RB,MIN,2,7.18,3.59,2.390020920410531,32,1,0,19,0,5,0,1,0,0,0,0,0
449,00-0040522,Xavier Restrepo,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ig4zstror8jyd9s9igfd",WR,TEN,2,7.1,3.55,1.4849242404917495,0,0,0,0,0,0,0,7,3,41,0,0,0
450,00-0036176,Mason Kinsey,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hbslm9pimpxgoeti32jf",WR,TEN,5,6.800000000000001,1.36,1.9919839356781974,0,0,0,0,0,0,0,4,2,48,0,0,0
451,00-0037093,Dareke Young,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umjr6zhpksws2vpfo0qe",WR,SEA,8,6.8,0.85,1.699579779996052,0,0,0,0,0,0,0,3,2,48,0,0,0
452,00-0040179,DJ Giddens,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uohb3wkn00ew1chqyjue",RB,IND,4,6.6,1.65,1.9017535767461216,0,0,0,66,0,18,0,2,0,0,0,0,0
453,00-0034798,Durham Smythe,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qmpveaqrfntryixpjqq2",TE,CHI,6,6.5,1.0833333333333333,0.8953584012375528,0,0,0,0,0,0,0,6,4,25,0,0,0
454,00-0040208,Tahj Brooks,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wi7smnfts8t04wnd0n3p",RB,CIN,12,6.4,0.5333333333333333,0.8988207762834522,0,0,0,45,0,16,0,2,1,9,0,0,0
455,00-0037487,Deven Thompkins,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gt0yeyl9y8s6onw8wcdr",WR,ATL,6,6.199999999999999,1.0333333333333332,1.928384470655856,0,0,0,5,0,1,0,3,3,27,0,0,0
456,00-0034854,KhaDarel Hodge,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r6vyxamrbb62lcccap2r",WR,ATL,8,6.1,0.7625,2.1566756826189697,0,0,0,0,0,0,0,10,3,31,0,0,0
457,00-0033576,Eric Saubert,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojoapzazehxdd01fadz6",TE,SEA,8,6.1,0.7625,1.0555127393154207,0,0,0,0,0,0,0,4,2,21,0,0,0
458,00-0038576,Charlie Jones,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rofwl0wrsdqnfvv4iokq",WR,CIN,14,6.0,0.42857142857142855,1.6035674514745464,0,0,0,0,0,0,0,1,0,0,0,0,0
